9.1847,1.0734,0.97642,0,5.927,-2.9634
0.62868,0.12197,1.3216,0,-4.5404,-3.7023
0.6287,0.12198,1.3226,0,-4.5494,-3.6817
0.62868,0.12139,1.3228,0,-4.5416,-3.7003
0.62867,0.1217,1.3228,0,-4.5382,-3.7071
10.603,1.3466,0.92855,0,3.2596,-7.9691
0.62868,0.12235,1.3219,0,-4.5445,-3.692
0.62867,0.12217,1.3231,0,-4.5437,-3.6931
9.4905,1.5039,0.46784,0,1.3368,-7.2649
0.62874,0.1233,1.3214,0,-4.5395,-3.7002
0.62868,0.12241,1.3228,0,-4.5406,-3.6993
8.6367,1.5732,0.15907,0,0.86427,-5.9502
8.6481,0.76819,0.86344,0,7.1926,-1.412
0.62868,0.1216,1.3231,0,-4.5325,-3.7202
0.62868,0.12144,1.3228,0,-4.5423,-3.6987
0.62868,0.12118,1.3229,0,-4.5456,-3.6924
8.1439,0.81345,1.0839,0,9.2189,-1.7429
0.62869,0.12214,1.3237,0,-4.5444,-3.691
0.62868,0.12236,1.3227,0,-4.5348,-3.7125
0.62868,0.12143,1.323,0,-4.5436,-3.6958
0.62869,0.12225,1.3225,0,-4.557,-3.6665
