2.7125,1.017,1.0391,0,-3.1431,-2.6864
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96837,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
4.7336,0.76464,1.3632,0,-0.91877,9.8926
6.3272,1.1427,0.7072,0,9.3159,-0.63727
3.9063,0.43379,0.39858,0,-10,-0.77446
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
4.7004,0.7352,1.3586,0,-0.91864,9.8964
4.6988,0.73165,1.3599,0,-1.0243,9.9024
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
2.6137,1.0315,0.96836,0,-1.6053,-2.3582
